pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly
Kepler-816 b,10.24,,0.0691470054446461,50.563,5286.0,0.0,668.0,0.0,0.0,0.0,311.00105053979973,0.0,0.84152585,1.3662153702248512,0.03807056428719022
HD 23127 b,13.5,,0.1960072595281307,0.5038,5843.0,0.406,223.4,0.2987592302810528,0.2417577220922044,0.08754073836616436,2020.0497778782978,0.9999999316978594,1.9339434,1.1222964656803154,0.03805093479088177
KELT-8 b,18.15858,209.7678,0.030308529945553542,983.3098,5754.0,0.04,1675.0,0.093991853329568,0.00037527418503483873,0.08516322060155572,760.1497074896873,0.0,2.0451741,1.0953669595699924,0.03799732462417868
Kepler-63 b,6.11,120.0,0.544464609800363,100.371,5576.0,0.45,791.0,0.19403593933141297,0.005914577863680178,0.08040818507237958,520.2138324789953,0.0,1.2834489,1.2647039386410743,0.037992675704269514
HD 153950 b,13.2,,0.4065335753176044,1.355,6124.0,0.34,295.3,0.3628086211599851,0.3675547423529138,0.09504728321844098,3916.578381593032,0.9999999999413969,1.3356673,1.2528019776675492,0.037985760098319846
HAT-P-69 b,18.786284,1137.8314,0.18511796733212343,2320.18,7394.0,0.0,1930.0,0.0,0.0,0.0,5141.144760637934,0.0,1.7385645,1.1618907881080196,0.03795507919602937
HAT-P-39 b,17.609,190.372,0.034482758620689655,1915.6934,6430.0,0.0,1752.0,0.0,0.0,0.0,788.6688570970568,0.0,2.2010267,1.0566938279903615,0.03789902193918497
Kepler-951 b,5.59,,0.15245009074410162,2.472,4834.0,0.0,340.0,0.0,0.0,0.0,111.5454141191652,0.40854858684098694,0.52491635,1.4279185535407497,0.03785460687258797
TOI-4329 b,16.81347105,143.02278315,0.029945553539019967,3990.5716,6000.0,0.068,2027.12,0.06613980737553721,7.285072486208195e-05,0.09173478655763578,596.2015434181677,0.0,2.2994637,1.0310434561553068,0.03780675105266535
TOI-1533 c,7.5,36.6,0.08711433756805807,25.9007,5146.0,0.0,628.0,0.0,0.0,0.0,153.9437416459608,0.0,0.6005962,1.4060092491815708,0.03772970335670689
Kepler-1713 b,1.71673535,,0.7078039927404719,144.3,6477.0,0.0,900.0,0.0,0.0,0.0,15.000704895324056,0.0,0.46018633,1.4369728490956735,0.037722670243189434
HD 69123 b,13.1,982.08977763,0.4355716878402904,4.7903,4842.0,0.19,411.78,0.33752672404207285,0.15056666086684814,0.06080034193512733,4101.683438229447,2.9834935374669416e-14,0.6407651,1.3961500713962052,0.03770703690693008
TOI-3757 b,12.0,85.3,0.049001814882032674,55.4,3913.0,0.14,759.0,0.15439400583465848,0.008341978164118146,0.03598333066195351,354.68638075229376,0.0,1.4863293,1.2064210780728173,0.03766895585081524
KELT-12 b,19.95202,301.9385,0.03793103448275862,1749.0,6279.0,0.0,1800.0,0.0,0.0,0.0,1261.9551228749144,0.0,2.1499789,1.0574627317390934,0.037637892960804886
Kepler-58 d,2.94,245.343,0.09618874773139746,18.244,6099.0,0.0,583.0,0.0,0.0,0.0,10.238937011498658,0.0,0.5264031,1.4181550957557885,0.03762206276829374
